iLoad, totalDisp, Reaction-1, Reaction-2, Reaction-3
1098,  5.427000e-03,  6.896064e+02, -6.896064e+02,  8.419931e-13
1099,  5.428000e-03,  6.897013e+02, -6.897013e+02,  1.179057e-12
1100,  5.429000e-03,  6.897962e+02, -6.897962e+02,  1.019407e-12
1101,  5.430000e-03,  6.898909e+02, -6.898909e+02,  1.341371e-12
1102,  5.431000e-03,  6.899857e+02, -6.899857e+02,  9.030554e-13
1103,  5.432000e-03,  6.900803e+02, -6.900803e+02,  1.270539e-12
1104,  5.433000e-03,  6.901748e+02, -6.901748e+02,  1.069367e-12
1105,  5.434000e-03,  6.902693e+02, -6.902693e+02,  1.022293e-12
1106,  5.435000e-03,  6.903637e+02, -6.903637e+02,  1.073808e-12
1107,  5.436000e-03,  6.904580e+02, -6.904580e+02,  1.305844e-12
1108,  5.437000e-03,  6.905522e+02, -6.905522e+02,  1.051603e-12
1109,  5.438000e-03,  6.906463e+02, -6.906463e+02,  1.134204e-12
1110,  5.439000e-03,  6.907404e+02, -6.907404e+02,  1.004530e-12
1111,  5.440000e-03,  6.908344e+02, -6.908344e+02,  1.138867e-12
1112,  5.441000e-03,  6.909283e+02, -6.909283e+02,  1.235900e-12
1113,  5.442000e-03,  6.910221e+02, -6.910221e+02,  1.238343e-12
1114,  5.443000e-03,  6.911158e+02, -6.911158e+02,  1.060485e-12
1115,  5.444000e-03,  6.912094e+02, -6.912094e+02,  1.055600e-12
1116,  5.445000e-03,  6.913029e+02, -6.913029e+02,  1.159295e-12
1117,  5.446000e-03,  6.913964e+02, -6.913964e+02,  1.204148e-12
1118,  5.447000e-03,  6.914897e+02, -6.914897e+02,  7.336354e-13
1119,  5.448000e-03,  6.915830e+02, -6.915830e+02,  8.211209e-13
1120,  5.449000e-03,  6.916762e+02, -6.916762e+02,  1.034062e-12
1121,  5.450000e-03,  6.917692e+02, -6.917692e+02,  9.607870e-13
1122,  5.451000e-03,  6.918622e+02, -6.918622e+02,  1.098899e-12
1123,  5.452000e-03,  6.919551e+02, -6.919551e+02,  1.291856e-12
1124,  5.453000e-03,  6.920479e+02, -6.920479e+02,  1.216360e-12
1125,  5.454000e-03,  6.921406e+02, -6.921406e+02,  9.430234e-13
1126,  5.455000e-03,  6.922332e+02, -6.922332e+02,  1.061151e-12
1127,  5.456000e-03,  6.923256e+02, -6.923256e+02,  9.425793e-13
1128,  5.457000e-03,  6.924180e+02, -6.924180e+02,  1.096012e-12
1129,  5.458000e-03,  6.925103e+02, -6.925103e+02,  1.048273e-12
1130,  5.459000e-03,  6.926025e+02, -6.926025e+02,  1.187939e-12
1131,  5.460000e-03,  6.926946e+02, -6.926946e+02,  1.105116e-12
1132,  5.461000e-03,  6.927865e+02, -6.927865e+02,  1.089129e-12
1133,  5.462000e-03,  6.928784e+02, -6.928784e+02,  9.612311e-13
1134,  5.463000e-03,  6.929702e+02, -6.929702e+02,  1.024736e-12
1135,  5.464000e-03,  6.930618e+02, -6.930618e+02,  1.266764e-12
1136,  5.465000e-03,  6.931534e+02, -6.931534e+02,  1.211031e-12
1137,  5.466000e-03,  6.932448e+02, -6.932448e+02,  1.194378e-12
1138,  5.467000e-03,  6.933361e+02, -6.933361e+02,  1.083800e-12
1139,  5.468000e-03,  6.934273e+02, -6.934273e+02,  1.311173e-12
1140,  5.469000e-03,  6.935184e+02, -6.935184e+02,  1.066480e-12
1141,  5.470000e-03,  6.936094e+02, -6.936094e+02,  1.017852e-12
1142,  5.471000e-03,  6.937002e+02, -6.937002e+02,  1.020739e-12
1143,  5.472000e-03,  6.937910e+02, -6.937910e+02,  1.195932e-12
1144,  5.473000e-03,  6.938816e+02, -6.938816e+02,  9.776624e-13
1145,  5.474000e-03,  6.939721e+02, -6.939721e+02,  1.145750e-12
1146,  5.475000e-03,  6.940625e+02, -6.940625e+02,  1.130651e-12
1147,  5.476000e-03,  6.941527e+02, -6.941527e+02,  1.078693e-12
1148,  5.477000e-03,  6.942428e+02, -6.942428e+02,  1.239009e-12
1149,  5.478000e-03,  6.943328e+02, -6.943328e+02,  1.168843e-12
1150,  5.479000e-03,  6.944227e+02, -6.944227e+02,  1.222800e-12
1151,  5.480000e-03,  6.945124e+02, -6.945124e+02,  1.292522e-12
1152,  5.481000e-03,  6.946020e+02, -6.946020e+02,  1.304068e-12
1153,  5.482000e-03,  6.946914e+02, -6.946914e+02,  1.086020e-12
1154,  5.483000e-03,  6.947807e+02, -6.947807e+02,  1.266987e-12
1155,  5.484000e-03,  6.948699e+02, -6.948699e+02,  8.295586e-13
1156,  5.485000e-03,  6.949589e+02, -6.949589e+02,  1.171507e-12
1157,  5.486000e-03,  6.950478e+02, -6.950478e+02,  1.261213e-12
1158,  5.487000e-03,  6.951366e+02, -6.951366e+02,  1.280087e-12
1159,  5.488000e-03,  6.952252e+02, -6.952252e+02,  1.247669e-12
1160,  5.489000e-03,  6.953136e+02, -6.953136e+02,  1.056488e-12
1161,  5.490000e-03,  6.954019e+02, -6.954019e+02,  1.235678e-12
1162,  5.491000e-03,  6.954900e+02, -6.954900e+02,  1.579181e-12
1163,  5.492000e-03,  6.955780e+02, -6.955780e+02,  1.237233e-12
1164,  5.493000e-03,  6.956659e+02, -6.956659e+02,  8.373302e-13
1165,  5.494000e-03,  6.957535e+02, -6.957535e+02,  1.033396e-12
1166,  5.495000e-03,  6.958410e+02, -6.958410e+02,  8.952838e-13
1167,  5.496000e-03,  6.959283e+02, -6.959283e+02,  1.445510e-12
1168,  5.497000e-03,  6.960155e+02, -6.960155e+02,  1.033618e-12
1169,  5.498000e-03,  6.961025e+02, -6.961025e+02,  8.244516e-13
1170,  5.499000e-03,  6.961893e+02, -6.961893e+02,  9.683365e-13
1171,  5.500000e-03,  6.962760e+02, -6.962760e+02,  1.254108e-12
1172,  5.501000e-03,  6.963624e+02, -6.963624e+02,  9.359180e-13
1173,  5.502000e-03,  6.964487e+02, -6.964487e+02,  9.863221e-13
1174,  5.503000e-03,  6.965348e+02, -6.965348e+02,  1.045608e-12
1175,  5.504000e-03,  6.966207e+02, -6.966207e+02,  1.120437e-12
1176,  5.505000e-03,  6.967064e+02, -6.967064e+02,  1.158851e-12
1177,  5.506000e-03,  6.967919e+02, -6.967919e+02,  1.445288e-12
1178,  5.507000e-03,  6.968772e+02, -6.968772e+02,  1.080469e-12
1179,  5.508000e-03,  6.969623e+02, -6.969623e+02,  1.136202e-12
1180,  5.509000e-03,  6.970472e+02, -6.970472e+02,  1.204370e-12
1181,  5.510000e-03,  6.971319e+02, -6.971319e+02,  1.229017e-12
1182,  5.511000e-03,  6.972164e+02, -6.972164e+02,  1.052491e-12
1183,  5.512000e-03,  6.973006e+02, -6.973006e+02,  8.932854e-13
1184,  5.513000e-03,  6.973846e+02, -6.973846e+02,  1.351363e-12
1185,  5.514000e-03,  6.974684e+02, -6.974684e+02,  1.236788e-12
1186,  5.515000e-03,  6.975520e+02, -6.975520e+02,  1.203704e-12
1187,  5.516000e-03,  6.976353e+02, -6.976353e+02,  1.074918e-12
1188,  5.517000e-03,  6.977184e+02, -6.977184e+02,  9.900969e-13
1189,  5.518000e-03,  6.978012e+02, -6.978012e+02,  1.198153e-12
1190,  5.519000e-03,  6.978838e+02, -6.978838e+02,  1.148415e-12
1191,  5.520000e-03,  6.979661e+02, -6.979661e+02,  1.039391e-12
1192,  5.521000e-03,  6.980482e+02, -6.980482e+02,  1.104228e-12
1193,  5.522000e-03,  6.981300e+02, -6.981300e+02,  1.103784e-12
1194,  5.523000e-03,  6.982115e+02, -6.982115e+02,  1.014078e-12
1195,  5.524000e-03,  6.982927e+02, -6.982927e+02,  1.185496e-12
1196,  5.525000e-03,  6.983737e+02, -6.983737e+02,  9.441337e-13
1197,  5.526000e-03,  6.984543e+02, -6.984543e+02,  1.028289e-12
1198,  5.527000e-03,  6.985347e+02, -6.985347e+02,  1.069589e-12
1199,  5.528000e-03,  6.986148e+02, -6.986148e+02,  1.150413e-12
1200,  5.529000e-03,  6.986945e+02, -6.986945e+02,  1.189715e-12
1201,  5.530000e-03,  6.987739e+02, -6.987739e+02,  1.228351e-12
1202,  5.531000e-03,  6.988530e+02, -6.988530e+02,  1.097789e-12
1203,  5.532000e-03,  6.989317e+02, -6.989317e+02,  9.945378e-13
1204,  5.533000e-03,  6.990101e+02, -6.990101e+02,  1.154410e-12
1205,  5.534000e-03,  6.990882e+02, -6.990882e+02,  9.470202e-13
1206,  5.535000e-03,  6.991658e+02, -6.991658e+02,  1.140865e-12
1207,  5.536000e-03,  6.992431e+02, -6.992431e+02,  1.284750e-12
1208,  5.537000e-03,  6.993201e+02, -6.993201e+02,  1.055156e-12
1209,  5.538000e-03,  6.993966e+02, -6.993966e+02,  1.033618e-12
1210,  5.539000e-03,  6.994727e+02, -6.994727e+02,  1.002309e-12
1211,  5.540000e-03,  6.995484e+02, -6.995484e+02,  1.111555e-12
1212,  5.541000e-03,  6.996237e+02, -6.996237e+02,  1.538991e-12
1213,  5.542000e-03,  6.996985e+02, -6.996985e+02,  1.209699e-12
1214,  5.543000e-03,  6.997729e+02, -6.997729e+02,  1.273648e-12
1215,  5.544000e-03,  6.998468e+02, -6.998468e+02,  8.881784e-13
1216,  5.545000e-03,  6.999202e+02, -6.999202e+02,  1.143974e-12
1217,  5.546000e-03,  6.999931e+02, -6.999931e+02,  1.359357e-12
1218,  5.547000e-03,  7.000655e+02, -7.000655e+02,  1.169953e-12
1219,  5.548000e-03,  7.001374e+02, -7.001374e+02,  1.271205e-12
1220,  5.549000e-03,  7.002087e+02, -7.002087e+02,  9.146017e-13
1221,  5.550000e-03,  7.002795e+02, -7.002795e+02,  9.285905e-13
1222,  5.551000e-03,  7.003496e+02, -7.003496e+02,  9.894308e-13
1223,  5.552000e-03,  7.004192e+02, -7.004192e+02,  1.251221e-12
1224,  5.553000e-03,  7.004881e+02, -7.004881e+02,  1.000755e-12
1225,  5.554000e-03,  7.005564e+02, -7.005564e+02,  9.880985e-13
1226,  5.555000e-03,  7.006240e+02, -7.006240e+02,  1.401324e-12
1227,  5.556000e-03,  7.006909e+02, -7.006909e+02,  1.154632e-12
1228,  5.557000e-03,  7.007571e+02, -7.007571e+02,  9.574563e-13
1229,  5.558000e-03,  7.008225e+02, -7.008225e+02,  1.277867e-12
1230,  5.559000e-03,  7.008871e+02, -7.008871e+02,  1.193934e-12
1231,  5.560000e-03,  7.009509e+02, -7.009509e+02,  1.281197e-12
1232,  5.561000e-03,  7.010138e+02, -7.010138e+02,  1.159295e-12
1233,  5.562000e-03,  7.010759e+02, -7.010759e+02,  1.127543e-12
1234,  5.563000e-03,  7.011370e+02, -7.011370e+02,  1.047828e-12
1235,  5.564000e-03,  7.011971e+02, -7.011971e+02,  1.282752e-12
1236,  5.565000e-03,  7.012562e+02, -7.012562e+02,  1.149969e-12
1237,  5.566000e-03,  7.013142e+02, -7.013142e+02,  1.081801e-12
1238,  5.567000e-03,  7.013712e+02, -7.013712e+02,  1.252332e-12
1239,  5.568000e-03,  7.014269e+02, -7.014269e+02,  1.106448e-12
1240,  5.569000e-03,  7.014814e+02, -7.014814e+02,  1.258993e-12
1241,  5.570000e-03,  7.015346e+02, -7.015346e+02,  1.092237e-12
1242,  5.571000e-03,  7.015865e+02, -7.015865e+02,  1.185496e-12
1243,  5.572000e-03,  7.016369e+02, -7.016369e+02,  1.369127e-12
1244,  5.573000e-03,  7.016857e+02, -7.016857e+02,  1.103784e-12
1245,  5.574000e-03,  7.017330e+02, -7.017330e+02,  9.368062e-13
1246,  5.575000e-03,  7.017785e+02, -7.017785e+02,  1.228129e-12
1247,  5.576000e-03,  7.018223e+02, -7.018223e+02,  1.395106e-12
1248,  5.577000e-03,  7.018641e+02, -7.018641e+02,  1.280309e-12
1249,  5.578000e-03,  7.019039e+02, -7.019039e+02,  1.177058e-12
1250,  5.579000e-03,  7.019414e+02, -7.019414e+02,  1.306066e-12
1251,  5.580000e-03,  7.019767e+02, -7.019767e+02,  1.259659e-12
1252,  5.581000e-03,  7.020094e+02, -7.020094e+02,  9.523493e-13
1253,  5.582000e-03,  7.020395e+02, -7.020395e+02,  1.450395e-12
1254,  5.583000e-03,  7.020667e+02, -7.020667e+02,  1.160405e-12
1255,  5.584000e-03,  7.020908e+02, -7.020908e+02,  1.196376e-12
1256,  5.585000e-03,  7.021115e+02, -7.021115e+02,  1.347145e-12
1257,  5.586000e-03,  7.021286e+02, -7.021286e+02,  1.118217e-12
1258,  5.587000e-03,  7.021417e+02, -7.021417e+02,  1.104228e-12
1259,  5.588000e-03,  7.021506e+02, -7.021506e+02,  1.094458e-12
1260,  5.589000e-03,  7.021547e+02, -7.021547e+02,  1.047162e-12
1261,  5.590000e-03,  7.021538e+02, -7.021538e+02,  1.170619e-12
1262,  5.591000e-03,  7.021472e+02, -7.021472e+02,  1.169287e-12
1263,  5.592000e-03,  7.021344e+02, -7.021344e+02,  9.223733e-13
1264,  5.593000e-03,  7.021147e+02, -7.021147e+02,  1.115552e-12
1265,  5.594000e-03,  7.020873e+02, -7.020873e+02,  9.896528e-13
1266,  5.595000e-03,  7.020514e+02, -7.020514e+02,  1.123102e-12
1267,  5.596000e-03,  7.020059e+02, -7.020059e+02,  8.970602e-13
1268,  5.597000e-03,  7.019497e+02, -7.019497e+02,  1.004308e-12
1269,  5.598000e-03,  7.018812e+02, -7.018812e+02, -5.440093e-14
1270,  5.599000e-03,  7.017989e+02, -7.017989e+02,  8.961720e-13
1271,  5.600000e-03,  7.017006e+02, -7.017006e+02,  5.151435e-14
1272,  5.601000e-03,  7.015839e+02, -7.015839e+02,  7.362999e-13
1273,  5.602000e-03,  7.014459e+02, -7.014459e+02,  8.144596e-13
1274,  5.603000e-03,  7.012829e+02, -7.012829e+02,  9.776624e-13
1275,  5.604000e-03,  7.010905e+02, -7.010905e+02,  9.250378e-13
1276,  5.605000e-03,  7.008631e+02, -7.008631e+02, -1.247891e-13
1277,  5.606000e-03,  7.005936e+02, -7.005936e+02,  9.878764e-13
1278,  5.607000e-03,  7.002731e+02, -7.002731e+02, -1.283418e-13
1279,  5.608000e-03,  6.998899e+02, -6.998899e+02, -1.501022e-13
1280,  5.609000e-03,  6.994287e+02, -6.994287e+02, -4.396483e-14
1281,  5.610000e-03,  6.988694e+02, -6.988694e+02,  1.398881e-13
1282,  5.611000e-03,  6.981853e+02, -6.981853e+02,  6.017409e-14
1283,  5.612000e-03,  6.973406e+02, -6.973406e+02, -9.281464e-14
1284,  5.613000e-03,  6.962880e+02, -6.962880e+02, -1.167955e-13
1285,  5.614000e-03,  6.949654e+02, -6.949654e+02, -1.059153e-13
1286,  5.615000e-03,  6.932967e+02, -6.932967e+02,  1.152411e-13
1287,  5.616000e-03,  6.912028e+02, -6.912028e+02,  1.396661e-13
1288,  5.617000e-03,  6.886387e+02, -6.886387e+02, -3.796963e-14
1289,  5.618000e-03,  6.856516e+02, -6.856516e+02,  1.065814e-13
1290,  5.619000e-03,  6.824290e+02, -6.824290e+02,  8.881784e-16
1291,  5.620000e-03,  6.792044e+02, -6.792044e+02, -2.382539e-13
1292,  5.621000e-03,  6.761069e+02, -6.761069e+02,  4.130030e-14
1293,  5.622000e-03,  6.730991e+02, -6.730991e+02, -1.669775e-13
1294,  5.623000e-03,  6.701722e+02, -6.701722e+02, -3.048672e-13
1295,  5.624000e-03,  6.673180e+02, -6.673180e+02,  5.395684e-14
1296,  5.625000e-03,  6.645279e+02, -6.645279e+02,  9.547918e-15
1297,  5.626000e-03,  6.617935e+02, -6.617935e+02,  3.308465e-14
1298,  5.627000e-03,  6.591077e+02, -6.591077e+02,  2.287059e-14
1299,  5.628000e-03,  6.564646e+02, -6.564646e+02,  1.763034e-13
1300,  5.629000e-03,  6.538594e+02, -6.538594e+02, -1.925127e-13
1301,  5.630000e-03,  6.512881e+02, -6.512881e+02, -2.136069e-13
1302,  5.631000e-03,  6.487469e+02, -6.487469e+02, -2.500222e-13
1303,  5.632000e-03,  6.462319e+02, -6.462319e+02, -1.245670e-13
1304,  5.633000e-03,  6.437403e+02, -6.437403e+02, -4.685141e-14
1305,  5.634000e-03,  6.412691e+02, -6.412691e+02,  1.507683e-13
1306,  5.635000e-03,  6.388162e+02, -6.388162e+02, -4.107825e-14
1307,  5.636000e-03,  6.363793e+02, -6.363793e+02,  1.576517e-14
1308,  5.637000e-03,  6.339568e+02, -6.339568e+02,  8.126833e-14
1309,  5.638000e-03,  6.315474e+02, -6.315474e+02, -2.595701e-13
1310,  5.639000e-03,  6.291493e+02, -6.291493e+02,  7.083223e-14
1311,  5.640000e-03,  6.267612e+02, -6.267612e+02, -2.100542e-13
1312,  5.641000e-03,  6.243821e+02, -6.243821e+02,  1.463274e-13
1313,  5.642000e-03,  6.220109e+02, -6.220109e+02, -1.763034e-13
1314,  5.643000e-03,  6.196468e+02, -6.196468e+02, -3.930190e-14
1315,  5.644000e-03,  6.172892e+02, -6.172892e+02, -2.398082e-14
1316,  5.645000e-03,  6.149376e+02, -6.149376e+02,  1.620926e-14
1317,  5.646000e-03,  6.125912e+02, -6.125912e+02, -2.997602e-14
1318,  5.647000e-03,  6.102489e+02, -6.102489e+02, -8.326673e-14
1319,  5.648000e-03,  6.079106e+02, -6.079106e+02, -1.891820e-13
1320,  5.649000e-03,  6.055760e+02, -6.055760e+02, -2.406964e-13
1321,  5.650000e-03,  6.032445e+02, -6.032445e+02, -3.885781e-14
1322,  5.651000e-03,  6.009159e+02, -6.009159e+02, -1.620926e-14
1323,  5.652000e-03,  5.985897e+02, -5.985897e+02, -4.440892e-14
1324,  5.653000e-03,  5.962655e+02, -5.962655e+02,  1.028067e-13
1325,  5.654000e-03,  5.939431e+02, -5.939431e+02, -1.345590e-13
1326,  5.655000e-03,  5.916222e+02, -5.916222e+02, -2.156053e-13
1327,  5.656000e-03,  5.893023e+02, -5.893023e+02,  1.483258e-13
1328,  5.657000e-03,  5.869821e+02, -5.869821e+02,  2.382539e-13
1329,  5.658000e-03,  5.846609e+02, -5.846609e+02,  1.274536e-13
1330,  5.659000e-03,  5.823389e+02, -5.823389e+02,  1.680878e-13
1331,  5.660000e-03,  5.800161e+02, -5.800161e+02,  1.290079e-13
1332,  5.661000e-03,  5.776925e+02, -5.776925e+02,  1.236788e-13
1333,  5.662000e-03,  5.753685e+02, -5.753685e+02,  1.061373e-13
1334,  5.663000e-03,  5.730433e+02, -5.730433e+02, -9.325873e-14
1335,  5.664000e-03,  5.707167e+02, -5.707167e+02,  7.838175e-14
1336,  5.665000e-03,  5.683885e+02, -5.683885e+02,  1.096900e-13
1337,  5.666000e-03,  5.660589e+02, -5.660589e+02,  2.879919e-13
1338,  5.667000e-03,  5.637281e+02, -5.637281e+02,  1.862954e-13
1339,  5.668000e-03,  5.613957e+02, -5.613957e+02, -3.330669e-14
1340,  5.669000e-03,  5.590616e+02, -5.590616e+02, -1.434408e-13
1341,  5.670000e-03,  5.567262e+02, -5.567262e+02,  4.640732e-14
1342,  5.671000e-03,  5.543893e+02, -5.543893e+02, -1.265654e-13
1343,  5.672000e-03,  5.520511e+02, -5.520511e+02,  6.017409e-14
1344,  5.673000e-03,  5.497113e+02, -5.497113e+02, -4.529710e-14
1345,  5.674000e-03,  5.473695e+02, -5.473695e+02,  1.247891e-13
1346,  5.675000e-03,  5.450259e+02, -5.450259e+02,  9.015011e-14
1347,  5.676000e-03,  5.426804e+02, -5.426804e+02,  4.352074e-14
1348,  5.677000e-03,  5.403330e+02, -5.403330e+02, -8.926193e-14
1349,  5.678000e-03,  5.379836e+02, -5.379836e+02, -1.798561e-14
1350,  5.679000e-03,  5.356323e+02, -5.356323e+02, -8.437695e-15
1351,  5.680000e-03,  5.332792e+02, -5.332792e+02,  2.009504e-13
1352,  5.681000e-03,  5.309246e+02, -5.309246e+02,  9.059420e-14
1353,  5.682000e-03,  5.285684e+02, -5.285684e+02, -1.110223e-15
1354,  5.683000e-03,  5.262106e+02, -5.262106e+02, -9.725554e-14
1355,  5.684000e-03,  5.238513e+02, -5.238513e+02, -4.440892e-14
1356,  5.685000e-03,  5.214905e+02, -5.214905e+02,  3.796963e-14
1357,  5.686000e-03,  5.191283e+02, -5.191283e+02,  1.154632e-14
1358,  5.687000e-03,  5.167645e+02, -5.167645e+02, -2.977618e-13
1359,  5.688000e-03,  5.143992e+02, -5.143992e+02, -4.596323e-14
1360,  5.689000e-03,  5.120326e+02, -5.120326e+02,  1.261213e-13
1361,  5.690000e-03,  5.096645e+02, -5.096645e+02,  1.434408e-13
1362,  5.691000e-03,  5.072949e+02, -5.072949e+02,  1.643130e-13
1363,  5.692000e-03,  5.049235e+02, -5.049235e+02, -5.062617e-14
1364,  5.693000e-03,  5.025504e+02, -5.025504e+02, -6.816769e-14
1365,  5.694000e-03,  5.001755e+02, -5.001755e+02, -7.771561e-15
1366,  5.695000e-03,  4.977989e+02, -4.977989e+02, -1.560974e-13
1367,  5.696000e-03,  4.954206e+02, -4.954206e+02, -2.460254e-13
1368,  5.697000e-03,  4.930405e+02, -4.930405e+02, -4.707346e-14
1369,  5.698000e-03,  4.906583e+02, -4.906583e+02, -1.574296e-13
1370,  5.699000e-03,  4.882741e+02, -4.882741e+02,  1.332268e-14
1371,  5.700000e-03,  4.858876e+02, -4.858876e+02,  2.133849e-13
1372,  5.701000e-03,  4.834989e+02, -4.834989e+02,  2.855494e-13
1373,  5.702000e-03,  4.811082e+02, -4.811082e+02, -5.373479e-14
1374,  5.703000e-03,  4.787154e+02, -4.787154e+02, -1.267875e-13
1375,  5.704000e-03,  4.763204e+02, -4.763204e+02, -6.661338e-15
1376,  5.705000e-03,  4.739231e+02, -4.739231e+02,  2.871037e-13
1377,  5.706000e-03,  4.715239e+02, -4.715239e+02,  2.176037e-14
1378,  5.707000e-03,  4.691223e+02, -4.691223e+02,  1.214584e-13
1379,  5.708000e-03,  4.667187e+02, -4.667187e+02,  9.769963e-14
1380,  5.709000e-03,  4.643131e+02, -4.643131e+02, -7.593925e-14
1381,  5.710000e-03,  4.619054e+02, -4.619054e+02,  7.727152e-14
1382,  5.711000e-03,  4.594953e+02, -4.594953e+02, -3.330669e-14
1383,  5.712000e-03,  4.570827e+02, -4.570827e+02, -5.551115e-14
1384,  5.713000e-03,  4.546675e+02, -4.546675e+02, -9.592327e-14
1385,  5.714000e-03,  4.522498e+02, -4.522498e+02,  6.394885e-14
1386,  5.715000e-03,  4.498297e+02, -4.498297e+02, -2.522427e-13
1387,  5.716000e-03,  4.474074e+02, -4.474074e+02,  1.625367e-13
1388,  5.717000e-03,  4.449834e+02, -4.449834e+02,  1.434408e-13
1389,  5.718000e-03,  4.425572e+02, -4.425572e+02, -5.728751e-14
1390,  5.719000e-03,  4.401290e+02, -4.401290e+02, -9.769963e-15
1391,  5.720000e-03,  4.376990e+02, -4.376990e+02,  8.437695e-14
1392,  5.721000e-03,  4.352676e+02, -4.352676e+02,  1.287859e-14
1393,  5.722000e-03,  4.328347e+02, -4.328347e+02, -1.691980e-13
1394,  5.723000e-03,  4.304005e+02, -4.304005e+02, -1.287859e-14
1395,  5.724000e-03,  4.279652e+02, -4.279652e+02,  2.460254e-13
1396,  5.725000e-03,  4.255287e+02, -4.255287e+02,  9.769963e-15
1397,  5.726000e-03,  4.230909e+02, -4.230909e+02, -1.687539e-14
1398,  5.727000e-03,  4.206517e+02, -4.206517e+02, -1.731948e-13
1399,  5.728000e-03,  4.182111e+02, -4.182111e+02, -9.325873e-15
1400,  5.729000e-03,  4.157693e+02, -4.157693e+02, -1.776357e-14
1401,  5.730000e-03,  4.133261e+02, -4.133261e+02,  2.753353e-14
1402,  5.731000e-03,  4.108819e+02, -4.108819e+02, -2.637890e-13
1403,  5.732000e-03,  4.084364e+02, -4.084364e+02,  7.682743e-14
1404,  5.733000e-03,  4.059895e+02, -4.059895e+02,  1.643130e-14
1405,  5.734000e-03,  4.035414e+02, -4.035414e+02, -3.419487e-14
1406,  5.735000e-03,  4.010923e+02, -4.010923e+02, -3.197442e-14
1407,  5.736000e-03,  3.986419e+02, -3.986419e+02,  1.403322e-13
1408,  5.737000e-03,  3.961902e+02, -3.961902e+02, -1.243450e-14
1409,  5.738000e-03,  3.937371e+02, -3.937371e+02, -9.281464e-14
1410,  5.739000e-03,  3.912830e+02, -3.912830e+02,  6.883383e-14
1411,  5.740000e-03,  3.888274e+02, -3.888274e+02, -3.019807e-14
1412,  5.741000e-03,  3.863708e+02, -3.863708e+02, -9.725554e-14
1413,  5.742000e-03,  3.839130e+02, -3.839130e+02,  3.286260e-14
1414,  5.743000e-03,  3.814542e+02, -3.814542e+02, -1.243450e-13
1415,  5.744000e-03,  3.789945e+02, -3.789945e+02,  1.239009e-13
1416,  5.745000e-03,  3.765337e+02, -3.765337e+02, -4.396483e-14
1417,  5.746000e-03,  3.740717e+02, -3.740717e+02,  5.639933e-14
1418,  5.747000e-03,  3.716087e+02, -3.716087e+02, -2.047251e-13
1419,  5.748000e-03,  3.691447e+02, -3.691447e+02, -3.552714e-15
1420,  5.749000e-03,  3.666797e+02, -3.666797e+02,  2.358114e-13
1421,  5.750000e-03,  3.642137e+02, -3.642137e+02,  5.240253e-14
1422,  5.751000e-03,  3.617467e+02, -3.617467e+02, -1.874056e-13
1423,  5.752000e-03,  3.592791e+02, -3.592791e+02, -1.989520e-13
1424,  5.753000e-03,  3.568107e+02, -3.568107e+02,  1.065814e-13
1425,  5.754000e-03,  3.543417e+02, -3.543417e+02,  8.748557e-14
1426,  5.755000e-03,  3.518719e+02, -3.518719e+02, -4.529710e-14
1427,  5.756000e-03,  3.494012e+02, -3.494012e+02,  1.243450e-13
1428,  5.757000e-03,  3.469294e+02, -3.469294e+02, -8.082424e-14
1429,  5.758000e-03,  3.444567e+02, -3.444567e+02,  1.225686e-13
1430,  5.759000e-03,  3.419830e+02, -3.419830e+02,  5.773160e-15
1431,  5.760000e-03,  3.395081e+02, -3.395081e+02,  7.016610e-14
1432,  5.761000e-03,  3.370320e+02, -3.370320e+02, -4.818368e-14
1433,  5.762000e-03,  3.345548e+02, -3.345548e+02, -1.307843e-13
1434,  5.763000e-03,  3.320763e+02, -3.320763e+02,  5.506706e-14
1435,  5.764000e-03,  3.295965e+02, -3.295965e+02,  5.573320e-14
1436,  5.765000e-03,  3.271156e+02, -3.271156e+02,  1.465494e-13
1437,  5.766000e-03,  3.246335e+02, -3.246335e+02,  2.453593e-13
1438,  5.767000e-03,  3.221501e+02, -3.221501e+02,  7.926992e-14
1439,  5.768000e-03,  3.196650e+02, -3.196650e+02, -1.798561e-14
1440,  5.769000e-03,  3.171786e+02, -3.171786e+02,  1.976197e-13
1441,  5.770000e-03,  3.146910e+02, -3.146910e+02,  3.708145e-14
1442,  5.771000e-03,  3.122021e+02, -3.122021e+02, -4.440892e-14
1443,  5.772000e-03,  3.097119e+02, -3.097119e+02, -1.545430e-13
1444,  5.773000e-03,  3.072203e+02, -3.072203e+02, -3.295142e-13
1445,  5.774000e-03,  3.047272e+02, -3.047272e+02,  1.509903e-14
1446,  5.775000e-03,  3.022324e+02, -3.022324e+02,  6.528111e-14
1447,  5.776000e-03,  2.997360e+02, -2.997360e+02, -1.378897e-13
1448,  5.777000e-03,  2.972377e+02, -2.972377e+02, -2.753353e-14
1449,  5.778000e-03,  2.947371e+02, -2.947371e+02, -1.070255e-13
1450,  5.779000e-03,  2.922339e+02, -2.922339e+02,  5.040413e-14
1451,  5.780000e-03,  2.897281e+02, -2.897281e+02,  8.615331e-14
1452,  5.781000e-03,  2.872193e+02, -2.872193e+02, -1.509903e-13
1453,  5.782000e-03,  2.847074e+02, -2.847074e+02,  3.974598e-14
1454,  5.783000e-03,  2.821921e+02, -2.821921e+02,  2.147171e-13
1455,  5.784000e-03,  2.796731e+02, -2.796731e+02, -4.041212e-14
